employee_id,system 32,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,FT/PT
23911,Technology,region_19,Bachelor's,f,other,1,30,3,3,1,0,80,FT
26878,Operations,region_11,Bachelor's,m,sourcing,1,35,3,6,0,0,57,FT
66891,Sales & Marketing,region_26,Bachelor's,m,other,1,43,1,3,0,0,49,FT
66731,Technology,region_2,Bachelor's,m,other,1,34,5,7,1,0,80,FT
66870,Analytics,region_26,Bachelor's,m,other,1,24,,1,0,0,79,FT
50672,Procurement,region_2,Master's & above,m,other,1,31,4,7,0,0,69,FT
51007,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,50,3,8,0,0,51,FT
76368,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,29,3,3,0,0,47,PT
30957,Technology,region_15,Bachelor's,m,other,1,30,4,8,0,0,90,PT
77717,Procurement,region_17,Bachelor's,f,other,1,32,5,7,0,0,71,PT
70874,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,33,5,7,1,0,49,PT
44708,Sales & Marketing,region_25,Bachelor's,m,other,1,36,4,7,0,0,51,PT
21366,Sales & Marketing,region_31,Bachelor's,m,other,1,44,2,14,0,0,50,PT
37552,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,25,3,2,0,0,49,PT
68999,Sales & Marketing,region_28,Bachelor's,m,other,1,31,4,3,0,0,48,PT
60983,Operations,region_19,Bachelor's,m,other,1,36,3,5,0,0,59,PT
52280,Operations,region_22,Bachelor's,m,other,1,31,4,5,0,0,65,PT
74260,Analytics,region_16,Bachelor's,m,sourcing,1,28,3,3,0,0,87,PT
68742,R&D,region_28,Master's & above,m,sourcing,1,35,5,5,1,0,86,PT
39355,Sales & Marketing,region_2,,m,other,2,29,,1,0,0,48,PT
62349,Finance,region_2,Master's & above,f,other,1,41,3,6,0,0,61,PT
47667,Sales & Marketing,region_2,Master's & above,m,other,1,46,4,16,0,0,46,PT
28189,Analytics,region_20,Bachelor's,m,other,2,34,3,5,0,0,88,PT
59654,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,2,7,0,0,50,PT
17578,Sales & Marketing,region_2,Bachelor's,f,sourcing,2,37,3,7,0,0,46,PT
39045,Procurement,region_13,Bachelor's,m,sourcing,1,42,3,7,0,0,70,PT
67465,Technology,region_2,Bachelor's,f,other,1,35,4,3,0,0,80,PT
25815,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,34,4,3,0,0,51,PT
52060,Finance,region_6,Bachelor's,m,sourcing,1,27,3,6,1,0,59,PT
35363,Procurement,region_2,Below Secondary,m,sourcing,1,22,2,2,1,0,71,PT
53585,Analytics,region_22,Bachelor's,m,other,4,28,3,3,0,0,82,PT
23426,Operations,region_4,Bachelor's,m,other,1,32,3,5,0,0,60,PT
62862,Operations,region_23,Master's & above,f,other,2,38,3,9,0,0,60,PT
64129,Finance,region_2,Bachelor's,m,other,1,34,2,9,0,0,58,PT
3592,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,29,2,2,0,0,54,PT
28779,Finance,region_2,Below Secondary,m,other,1,24,4,2,1,0,61,PT
649,Technology,region_7,Master's & above,f,other,3,40,3,7,0,0,78,PT
60673,Technology,region_2,Bachelor's,m,other,1,48,5,5,1,0,75,PT
23255,HR,region_20,Bachelor's,f,sourcing,1,31,3,7,0,0,47,PT
4088,Procurement,region_2,Bachelor's,m,sourcing,4,29,1,3,0,0,71,PT
25780,Legal,region_2,Bachelor's,m,sourcing,1,39,3,11,0,0,60,PT
21819,Sales & Marketing,region_26,Master's & above,m,sourcing,1,45,5,11,0,0,48,PT
64724,Sales & Marketing,region_23,Master's & above,m,sourcing,1,38,5,2,0,0,53,PT
24068,Finance,region_8,Bachelor's,f,other,1,30,3,7,1,0,60,PT
22,Technology,region_2,Master's & above,f,other,1,57,4,18,1,0,77,PT
36139,Analytics,region_7,Master's & above,m,sourcing,1,34,5,6,0,0,85,PT
73773,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,35,3,10,0,0,50,PT
29645,Operations,region_14,Bachelor's,m,sourcing,1,26,,1,1,0,60,PT
72991,Operations,region_27,Master's & above,m,other,1,40,5,9,1,0,60,PT
12336,Operations,region_2,Bachelor's,m,sourcing,1,49,2,18,0,0,74,PT
19008,Analytics,region_29,Master's & above,m,other,1,34,3,6,0,0,89,PT
69287,Procurement,region_7,Master's & above,f,sourcing,1,37,5,3,0,0,67,PT
47016,Legal,region_30,Bachelor's,m,other,1,36,5,7,1,0,58,FT
57149,HR,region_14,Bachelor's,m,sourcing,1,33,4,3,0,0,47,FT
23970,Sales & Marketing,region_13,Master's & above,m,other,1,40,5,7,1,0,54,FT
1213,Sales & Marketing,region_11,Bachelor's,m,other,2,36,1,9,0,0,52,FT
54217,Operations,region_27,Bachelor's,m,other,1,32,5,4,0,0,59,FT
31490,Technology,region_7,Bachelor's,m,sourcing,3,42,2,6,0,1,74,FT
31706,Technology,region_23,Bachelor's,m,other,1,29,3,2,0,0,78,FT
41340,Procurement,region_14,Master's & above,m,other,1,33,5,6,1,0,70,FT
68604,Operations,region_2,Bachelor's,f,sourcing,1,44,4,7,0,0,61,FT
19001,Analytics,region_29,Bachelor's,m,sourcing,1,40,4,7,1,0,80,FT
34919,Technology,region_5,Bachelor's,m,other,1,39,3,10,0,0,79,FT
35602,Technology,region_27,Bachelor's,m,other,1,31,3,6,0,0,80,FT
30681,Operations,region_15,Bachelor's,m,other,1,31,1,7,0,0,60,FT
18764,Operations,region_2,Bachelor's,m,other,1,29,3,4,1,0,61,FT
32458,Technology,region_33,Bachelor's,m,sourcing,1,35,5,2,1,0,78,FT
27130,Sales & Marketing,region_9,Master's & above,f,other,2,32,1,4,1,0,44,FT
44242,Finance,region_7,Bachelor's,m,other,2,32,3,7,0,0,56,FT
6510,Procurement,region_2,Bachelor's,f,sourcing,3,31,1,7,0,0,70,FT
49643,Sales & Marketing,region_22,Bachelor's,m,other,1,36,5,7,1,0,48,FT
12169,Operations,region_7,Bachelor's,f,sourcing,1,27,5,4,1,0,59,FT
42550,Operations,region_10,Bachelor's,m,sourcing,1,30,5,5,1,0,61,FT
59997,Technology,region_2,Bachelor's,f,other,1,45,4,15,1,0,80,FT
36961,Operations,region_22,Master's & above,f,sourcing,1,41,3,6,0,0,58,FT
56021,Sales & Marketing,region_2,Master's & above,m,sourcing,2,43,2,2,0,0,50,FT
8478,Technology,region_30,Bachelor's,f,other,1,31,5,3,1,0,83,FT
57916,Finance,region_2,Bachelor's,m,other,1,43,3,3,0,0,57,FT
28734,Technology,region_14,Bachelor's,m,other,1,33,3,7,0,0,79,FT
4965,Technology,region_33,Bachelor's,m,other,1,27,1,2,0,0,75,FT
22733,R&D,region_7,Bachelor's,m,other,2,33,5,6,1,0,86,FT
42522,Technology,region_26,Bachelor's,m,other,1,30,1,3,0,0,79,FT
55396,HR,region_7,Bachelor's,m,other,2,29,3,3,0,0,57,FT
65925,Operations,region_22,Master's & above,f,other,1,34,3,6,0,1,70,FT
36129,Sales & Marketing,region_2,Master's & above,f,sourcing,1,49,5,17,0,0,52,FT
36778,HR,region_13,Bachelor's,m,sourcing,1,32,3,5,0,0,45,FT
19533,Technology,region_33,Master's & above,m,sourcing,1,59,1,4,0,0,82,FT
47272,Analytics,region_7,Bachelor's,m,sourcing,3,29,4,2,0,0,87,FT
46703,Finance,region_15,Master's & above,m,other,2,32,1,5,0,0,65,FT
54464,Operations,region_15,Bachelor's,m,sourcing,1,27,,1,0,0,62,FT
62377,HR,region_7,Below Secondary,f,other,1,25,,1,1,0,49,FT
20400,Legal,region_27,Bachelor's,m,sourcing,1,28,4,2,0,0,63,FT
14878,Operations,region_34,Master's & above,m,other,1,34,1,5,0,0,57,FT
64818,Finance,region_2,Master's & above,m,other,1,35,3,3,0,0,57,FT
21852,Analytics,region_28,Master's & above,m,sourcing,1,31,5,6,1,0,89,FT
52172,Operations,region_22,Bachelor's,f,other,1,34,1,7,1,0,60,FT
53593,Operations,region_2,Master's & above,f,sourcing,1,57,2,25,0,0,57,FT
61432,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,,1,0,0,47,FT
70657,Sales & Marketing,region_16,Bachelor's,m,other,2,35,3,3,0,0,46,FT
33390,Procurement,region_2,Bachelor's,f,other,1,42,3,4,1,0,68,FT
68757,Procurement,region_12,Bachelor's,f,sourcing,1,29,3,5,0,0,65,FT
34738,Analytics,region_22,,m,sourcing,1,29,3,5,1,0,81,FT
7835,Procurement,region_14,Bachelor's,f,other,1,35,3,4,0,0,66,FT
17983,Analytics,region_2,Bachelor's,m,other,1,31,4,8,0,0,84,FT
12613,Sales & Marketing,region_25,Master's & above,m,sourcing,1,36,3,9,0,0,50,FT
26033,Operations,region_31,Bachelor's,f,other,1,32,4,3,0,0,61,FT
49666,Procurement,region_7,Master's & above,m,other,1,39,5,6,1,0,69,FT
73094,Sales & Marketing,region_15,,m,other,1,43,4,14,0,0,49,FT
54132,Analytics,region_28,Bachelor's,m,sourcing,1,33,5,4,1,0,84,FT
56057,Operations,region_13,Bachelor's,f,other,1,35,4,10,1,0,58,FT
76959,Analytics,region_22,Bachelor's,f,other,1,27,5,3,1,1,97,FT
16297,Sales & Marketing,region_32,Bachelor's,f,sourcing,2,29,3,2,0,0,47,FT
27104,HR,region_7,Master's & above,f,other,1,48,5,18,1,0,53,FT
42743,Sales & Marketing,region_5,Bachelor's,m,sourcing,1,37,4,3,0,0,46,FT
11482,R&D,region_13,Master's & above,m,sourcing,1,36,3,7,1,0,81,FT
65807,Operations,region_16,Bachelor's,f,other,1,31,,1,1,0,60,FT
67577,Analytics,region_16,Bachelor's,m,other,1,35,3,7,1,0,90,FT
9418,Operations,region_28,Bachelor's,f,sourcing,1,33,5,7,0,0,62,FT
50510,Sales & Marketing,region_4,Master's & above,m,sourcing,1,38,2,6,0,0,53,FT
24897,Analytics,region_15,Bachelor's,m,other,2,30,3,10,0,0,80,FT
14964,Sales & Marketing,region_15,Bachelor's,m,other,1,32,5,4,0,0,49,FT
72000,Operations,region_4,Bachelor's,f,other,1,43,4,5,1,0,59,FT
25763,Procurement,region_22,Master's & above,f,other,1,34,1,7,0,0,69,FT
12348,R&D,region_26,Bachelor's,m,other,1,30,5,3,0,0,84,FT
63174,Analytics,region_7,Bachelor's,m,sourcing,1,27,,1,1,0,79,FT
46777,Legal,region_15,Bachelor's,m,sourcing,2,33,5,4,1,0,60,FT
73035,Operations,region_11,Master's & above,f,sourcing,1,38,5,4,1,0,62,FT
43688,Technology,region_7,Master's & above,m,sourcing,1,37,1,6,0,0,78,FT
9713,Procurement,region_20,Master's & above,f,other,1,38,1,10,0,0,67,FT
18989,Sales & Marketing,region_2,Bachelor's,m,other,1,35,5,4,1,0,50,FT
77242,Analytics,region_2,Bachelor's,m,other,1,40,5,4,1,0,88,FT
75466,Sales & Marketing,region_6,Bachelor's,f,other,1,35,5,7,0,0,49,FT
10354,R&D,region_22,Master's & above,m,sourcing,1,35,3,6,0,0,83,PT
1055,Sales & Marketing,region_2,Bachelor's,m,other,2,23,3,2,0,0,59,PT
63950,Sales & Marketing,region_7,Master's & above,m,sourcing,1,46,4,15,0,0,47,PT
17134,Sales & Marketing,region_27,Bachelor's,m,other,1,52,3,15,0,0,48,PT
21020,Finance,region_26,Bachelor's,f,sourcing,1,30,3,4,0,0,63,PT
27234,Technology,region_16,Bachelor's,m,sourcing,1,24,,1,1,0,78,PT
4358,Procurement,region_2,Master's & above,m,other,1,37,5,4,0,0,70,PT
49170,Sales & Marketing,region_27,Bachelor's,m,sourcing,2,25,1,2,0,0,49,PT
60785,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,30,,1,0,0,48,PT
64810,HR,region_13,Bachelor's,m,other,1,34,3,7,0,0,48,PT
63229,Operations,region_19,Bachelor's,f,sourcing,1,40,4,5,1,0,54,PT
39743,R&D,region_22,Bachelor's,m,other,1,24,,1,0,0,84,PT
73113,Sales & Marketing,region_6,Bachelor's,m,other,1,29,4,6,1,0,52,PT
49351,R&D,region_7,Master's & above,f,sourcing,1,29,3,4,1,0,85,PT
73584,Analytics,region_2,Bachelor's,m,other,1,31,4,5,1,1,87,PT
16840,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,30,,1,0,0,53,PT
26842,Analytics,region_34,Bachelor's,m,sourcing,1,30,3,7,0,0,86,PT
77364,Procurement,region_15,Bachelor's,m,other,1,32,3,6,1,0,71,PT
2951,Technology,region_7,Bachelor's,m,other,2,33,3,8,0,0,77,PT
60272,Analytics,region_22,,m,sourcing,1,31,3,3,0,0,85,PT
30364,Finance,region_2,Bachelor's,f,sourcing,1,33,3,2,1,0,57,PT
67777,Sales & Marketing,region_27,Master's & above,m,other,1,41,2,2,1,0,48,PT
20556,Operations,region_22,Master's & above,m,sourcing,1,40,5,3,1,0,60,PT
55068,Sales & Marketing,region_21,Bachelor's,f,other,1,29,,1,0,0,47,PT
17660,Analytics,region_29,Bachelor's,m,sourcing,1,29,4,5,0,0,83,PT
1884,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,28,4,4,0,0,49,PT
10923,Procurement,region_15,Bachelor's,m,other,1,29,4,3,0,0,71,PT
4349,Operations,region_7,Bachelor's,m,other,1,47,4,15,0,0,62,PT
46803,Sales & Marketing,region_2,Master's & above,m,sourcing,1,41,3,6,0,0,59,PT
64163,Analytics,region_7,,m,sourcing,1,39,4,8,0,0,88,PT
34110,Sales & Marketing,region_2,Bachelor's,m,other,1,34,1,9,0,0,44,PT
43925,R&D,region_22,Bachelor's,f,other,1,30,,1,1,0,84,PT
71723,Finance,region_2,Bachelor's,f,sourcing,2,30,3,6,0,0,65,PT
73103,Sales & Marketing,region_4,Master's & above,m,sourcing,2,40,4,14,0,0,47,PT
77855,Operations,region_16,Bachelor's,m,other,1,30,5,5,1,0,55,PT
74871,Procurement,region_7,Bachelor's,m,sourcing,1,28,5,4,1,0,70,PT
50025,Sales & Marketing,region_19,Bachelor's,m,other,1,25,,1,0,0,48,PT
61058,Analytics,region_22,Bachelor's,m,other,1,30,4,7,1,0,82,PT
73580,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,29,2,2,0,0,45,PT
8642,Technology,region_7,Bachelor's,f,sourcing,2,32,4,8,0,0,84,PT
69179,Procurement,region_7,Master's & above,m,sourcing,1,38,3,10,0,0,70,PT
68368,Operations,region_2,Bachelor's,f,sourcing,1,41,2,5,0,0,63,PT
1689,Technology,region_2,Bachelor's,f,other,1,54,5,10,0,0,78,PT
17382,Analytics,region_31,Bachelor's,m,other,2,34,4,5,0,0,86,PT
55806,R&D,region_22,Master's & above,m,sourcing,1,31,5,1,0,0,90,PT
17251,Sales & Marketing,region_22,Bachelor's,m,referred,1,29,3,2,1,0,50,FT
21764,Operations,region_28,Bachelor's,m,other,1,34,1,6,0,0,54,FT
37443,Operations,region_6,Bachelor's,f,other,1,25,5,3,1,0,62,FT
21472,Sales & Marketing,region_28,Master's & above,m,sourcing,1,37,5,11,1,0,46,FT
33983,Sales & Marketing,region_2,Master's & above,f,sourcing,1,36,3,8,0,0,51,FT
2034,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,39,5,10,1,0,51,FT
19694,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,30,,1,0,0,51,FT
35446,Sales & Marketing,region_2,Bachelor's,m,other,2,44,2,12,0,0,46,FT
20412,Operations,region_2,Bachelor's,m,other,1,25,5,3,1,0,57,FT
69907,Technology,region_29,Master's & above,m,other,1,38,4,10,1,0,79,FT
1395,Procurement,region_14,Bachelor's,m,sourcing,3,35,3,7,0,0,69,FT
8819,Operations,region_29,Bachelor's,m,other,4,34,4,2,1,0,58,FT
15659,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,31,1,3,1,0,45,FT
9543,Sales & Marketing,region_22,Bachelor's,m,other,1,49,5,7,0,0,53,FT
24841,Sales & Marketing,region_12,Bachelor's,m,other,1,32,3,3,1,0,45,FT
10894,R&D,region_26,Master's & above,m,sourcing,1,30,2,5,0,0,84,FT
64623,Procurement,region_2,Bachelor's,f,sourcing,3,25,3,5,0,0,71,FT
37658,Operations,region_2,Bachelor's,f,other,1,58,1,18,1,0,56,FT
66241,Finance,region_2,Bachelor's,f,sourcing,1,30,5,7,1,0,59,FT
48703,Analytics,region_31,Bachelor's,m,other,1,28,3,4,0,0,82,FT
78005,Operations,region_22,Bachelor's,f,other,2,34,5,4,0,0,72,FT
52953,Sales & Marketing,region_2,,m,sourcing,1,45,1,5,0,0,46,FT
32217,Analytics,region_31,Bachelor's,m,sourcing,1,33,4,6,0,0,88,FT
30152,Operations,region_15,Bachelor's,f,other,1,32,1,3,0,0,61,FT
18370,Operations,region_31,Bachelor's,m,sourcing,1,27,4,2,1,0,59,FT
65467,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,28,1,2,0,0,51,FT
33284,HR,region_22,Bachelor's,m,other,1,31,1,4,0,0,52,FT
69217,Procurement,region_4,Master's & above,f,sourcing,1,41,1,7,0,0,72,FT
1102,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,50,5,17,0,0,53,FT
31569,Procurement,region_30,Bachelor's,f,other,1,34,3,6,0,0,70,FT
55408,Sales & Marketing,region_7,Bachelor's,f,other,1,31,,1,0,0,45,FT
37048,Sales & Marketing,region_22,Bachelor's,m,referred,1,30,4,9,1,0,45,FT
17754,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,27,,1,1,0,49,FT
23273,Analytics,region_31,Bachelor's,m,sourcing,1,31,5,7,1,0,82,FT
59813,Technology,region_26,Master's & above,m,sourcing,1,32,3,8,0,0,79,FT
56702,Operations,region_22,Bachelor's,m,other,1,23,2,2,0,0,59,FT
77507,Procurement,region_2,Master's & above,f,referred,1,38,5,3,1,0,70,FT
78162,Sales & Marketing,region_9,Master's & above,m,other,1,30,3,4,1,0,49,FT
26620,Sales & Marketing,region_29,Bachelor's,m,other,1,25,,1,0,0,50,FT
46486,Procurement,region_4,Master's & above,m,sourcing,1,41,4,2,0,0,71,FT
11295,Procurement,region_23,Bachelor's,m,sourcing,1,33,5,6,1,0,68,FT
13170,Operations,region_31,Bachelor's,m,sourcing,1,40,3,4,0,0,57,FT
74990,Sales & Marketing,region_7,Bachelor's,m,referred,1,32,5,2,1,0,52,FT
19304,Sales & Marketing,region_25,Master's & above,m,sourcing,1,36,5,8,0,0,66,FT
23449,HR,region_32,Bachelor's,f,sourcing,1,32,3,7,1,0,51,FT
14224,Operations,region_31,Master's & above,m,sourcing,1,40,1,5,0,0,62,FT
49080,HR,region_4,Bachelor's,m,sourcing,1,31,1,7,1,0,51,FT
67183,Finance,region_2,Bachelor's,f,sourcing,1,43,3,14,0,0,60,FT
12615,Operations,region_3,Bachelor's,m,sourcing,1,29,3,4,0,0,61,FT
58395,Sales & Marketing,region_23,Master's & above,m,sourcing,1,39,4,8,0,0,52,FT
45339,Analytics,region_22,Bachelor's,m,sourcing,1,29,,1,1,0,85,FT
54855,Technology,region_2,Bachelor's,f,other,1,49,4,16,0,0,80,FT
6999,Technology,region_1,Master's & above,f,sourcing,1,32,3,7,1,0,78,FT
77341,Sales & Marketing,region_26,,m,other,2,31,3,4,0,0,52,FT
7743,Finance,region_22,Bachelor's,m,sourcing,2,29,,1,0,0,57,FT
59568,Legal,region_2,Master's & above,m,sourcing,1,35,3,6,1,0,58,FT
54571,Operations,region_7,Bachelor's,m,sourcing,1,58,5,8,0,0,59,FT
6141,Finance,region_32,Bachelor's,m,sourcing,1,31,3,8,0,0,59,FT
32287,Sales & Marketing,region_10,Bachelor's,m,other,2,36,3,9,0,0,49,FT
72442,Sales & Marketing,region_29,Bachelor's,m,other,1,26,,1,0,0,47,FT
59088,Operations,region_27,Bachelor's,m,sourcing,1,36,5,5,0,0,72,FT
62596,Technology,region_2,Bachelor's,f,sourcing,2,34,3,5,0,0,82,FT
63819,Procurement,region_2,Master's & above,f,other,1,52,5,16,1,0,69,FT
1019,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,34,4,7,0,0,48,FT
401,Sales & Marketing,region_20,Master's & above,m,other,1,41,4,14,0,0,52,FT
59805,Sales & Marketing,region_2,Bachelor's,m,other,2,30,1,4,0,0,50,FT
16016,Sales & Marketing,region_28,,m,other,1,34,3,2,0,0,46,FT
31350,Operations,region_21,Master's & above,m,other,1,35,4,7,1,0,60,FT
33076,Sales & Marketing,region_25,Master's & above,m,sourcing,1,37,4,9,1,0,62,FT
14590,Operations,region_27,Bachelor's,f,other,1,26,4,3,0,0,58,FT
72923,Analytics,region_2,Bachelor's,m,other,3,33,3,4,0,0,81,FT
44981,Technology,region_2,Bachelor's,m,other,1,57,4,5,0,0,79,FT
22709,Sales & Marketing,region_2,Bachelor's,m,referred,1,36,3,4,0,0,48,FT
14525,HR,region_5,Bachelor's,m,other,1,24,5,1,1,0,89,FT
37103,Operations,region_32,Bachelor's,f,other,1,41,3,6,0,0,61,FT
24179,HR,region_29,Bachelor's,m,other,1,30,3,5,0,0,52,FT
61443,Operations,region_16,Master's & above,m,sourcing,1,49,1,11,0,0,55,FT
9469,Operations,region_4,Master's & above,m,other,1,37,4,5,0,0,57,FT
46755,Sales & Marketing,region_14,Master's & above,m,sourcing,1,32,2,5,0,0,48,FT
62374,Technology,region_33,Bachelor's,m,other,1,41,3,7,0,0,78,FT
31363,Technology,region_15,Bachelor's,m,sourcing,2,33,3,6,0,0,77,PT
72388,Operations,region_28,Bachelor's,f,sourcing,1,29,5,6,1,1,57,PT
15283,Procurement,region_23,Bachelor's,m,other,3,31,4,5,0,0,73,PT
46968,Finance,region_2,Bachelor's,f,sourcing,2,39,3,6,1,0,62,PT
168,Procurement,region_1,Bachelor's,m,sourcing,1,25,5,3,1,0,72,PT
40635,Sales & Marketing,region_22,,m,sourcing,1,24,1,2,0,0,56,PT
67327,HR,region_22,Bachelor's,m,sourcing,1,39,3,10,0,0,54,PT
67235,Technology,region_7,Master's & above,m,sourcing,2,34,5,2,0,0,80,PT
67810,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,47,5,4,0,0,51,PT
49249,Procurement,region_2,Bachelor's,f,sourcing,1,59,1,29,0,0,65,PT
75505,Sales & Marketing,region_22,Bachelor's,m,other,3,28,,1,0,0,44,PT
2680,Sales & Marketing,region_2,,m,sourcing,1,25,,1,0,0,55,PT
7363,Analytics,region_22,,f,sourcing,1,28,5,5,1,0,76,PT
18794,Sales & Marketing,region_27,,m,sourcing,1,28,1,4,0,0,54,PT
58204,Operations,region_6,Bachelor's,f,other,1,30,3,2,0,0,58,PT
56581,Sales & Marketing,region_1,Master's & above,m,other,1,33,3,4,1,0,47,PT
65373,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,27,,1,1,0,49,PT
78254,Operations,region_7,Bachelor's,m,other,1,32,5,3,1,0,59,PT
64365,Operations,region_23,Master's & above,m,other,1,45,3,14,0,0,57,PT
72242,Sales & Marketing,region_2,,m,sourcing,1,23,3,2,0,0,55,PT
40000,Procurement,region_22,Bachelor's,m,other,2,28,4,4,1,0,71,PT
35578,Sales & Marketing,region_17,Master's & above,m,sourcing,1,35,3,7,1,0,49,PT
26509,Analytics,region_13,Bachelor's,m,other,1,36,3,6,0,0,87,PT
7817,Sales & Marketing,region_7,Bachelor's,m,other,1,39,1,7,0,0,49,PT
64033,Technology,region_31,Master's & above,m,other,1,41,2,12,0,0,78,PT
21359,Legal,region_22,Bachelor's,m,referred,1,27,5,2,1,0,52,PT
73657,Legal,region_2,Bachelor's,m,other,1,41,4,14,0,0,62,PT
63092,Finance,region_25,Master's & above,m,sourcing,1,33,4,10,0,0,56,PT
61951,Technology,region_20,Bachelor's,m,sourcing,1,30,2,5,0,0,81,PT
48971,Technology,region_27,Bachelor's,m,other,1,26,5,2,1,1,84,PT
65743,Procurement,region_19,Bachelor's,m,sourcing,1,30,2,2,0,0,68,PT
72842,Operations,region_14,Master's & above,f,other,1,40,5,8,1,0,60,PT
76370,Procurement,region_2,Below Secondary,f,sourcing,1,25,3,2,0,0,68,PT
62294,Operations,region_23,Master's & above,f,other,1,35,4,9,0,0,61,PT
28842,Technology,region_7,Bachelor's,m,sourcing,1,31,1,5,0,0,80,PT
44533,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,35,3,9,1,0,53,PT
57665,Procurement,region_2,Master's & above,f,other,2,59,3,17,0,0,67,PT
70467,Analytics,region_2,Bachelor's,m,sourcing,2,27,3,2,0,0,85,PT
20346,Technology,region_2,Below Secondary,f,other,1,25,3,2,0,0,78,PT
41903,Technology,region_7,Master's & above,f,other,2,33,1,5,0,0,81,PT
76492,Analytics,region_19,Bachelor's,m,other,1,36,3,7,0,0,86,PT
22024,Procurement,region_6,Bachelor's,f,other,1,32,3,4,0,0,67,PT
41446,Technology,region_2,Bachelor's,m,other,3,39,3,4,0,0,82,PT
38447,Sales & Marketing,region_14,Bachelor's,m,other,1,37,3,3,0,0,50,PT
52727,Technology,region_6,Bachelor's,m,other,1,33,4,4,1,1,97,PT
9923,Finance,region_31,Bachelor's,m,sourcing,1,26,,1,1,0,61,FT
30248,Operations,region_22,Master's & above,f,referred,1,37,5,3,1,0,60,FT
17758,Finance,region_16,Bachelor's,m,sourcing,1,29,5,6,1,0,57,FT
67854,Analytics,region_9,,m,other,1,34,5,7,0,0,85,FT
34918,Analytics,region_30,Bachelor's,m,other,2,27,,1,0,0,82,FT
26716,HR,region_11,Bachelor's,m,other,1,29,3,3,1,0,46,FT
52526,Technology,region_5,Bachelor's,m,other,1,30,4,3,1,0,74,FT
39706,Operations,region_22,Bachelor's,m,sourcing,1,37,3,3,0,1,91,FT
68289,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,30,3,8,1,0,46,FT
2826,Sales & Marketing,region_27,Bachelor's,f,other,1,25,5,2,0,0,49,FT
24902,Operations,region_2,Master's & above,m,sourcing,1,60,5,17,0,0,61,FT
59107,Technology,region_22,Bachelor's,m,sourcing,1,28,3,2,1,0,81,FT
4444,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,47,3,5,0,0,49,FT
56459,Technology,region_2,Bachelor's,m,other,1,27,4,3,1,0,83,FT
44500,Procurement,region_29,Bachelor's,f,other,1,29,3,2,1,0,65,FT
33333,Procurement,region_13,Master's & above,f,other,1,33,1,8,0,0,67,FT
69893,Procurement,region_10,Master's & above,m,other,1,35,2,8,0,0,67,FT
4911,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,53,3,17,0,0,45,FT
10394,Operations,region_22,Master's & above,m,other,1,45,1,3,0,0,57,FT
47866,Sales & Marketing,region_31,,m,sourcing,1,30,3,3,0,0,46,FT
17596,Technology,region_22,Master's & above,f,sourcing,1,35,5,9,1,0,80,FT
45860,Technology,region_2,Bachelor's,m,sourcing,1,43,1,10,0,0,84,FT
14550,Operations,region_2,Bachelor's,f,sourcing,1,53,3,5,1,0,59,FT
58706,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,26,3,3,1,0,48,FT
16009,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,32,2,5,0,0,43,FT
77965,Procurement,region_13,Bachelor's,f,sourcing,1,32,4,7,0,0,70,FT
35298,Sales & Marketing,region_11,Bachelor's,m,sourcing,2,34,4,7,0,0,50,FT
20724,Technology,region_7,Master's & above,m,other,1,38,4,4,1,0,83,FT
46797,Sales & Marketing,region_21,Master's & above,m,other,1,28,3,5,0,0,51,FT
73497,Sales & Marketing,region_2,,m,other,2,26,4,3,0,0,48,FT
27949,Operations,region_11,Master's & above,f,sourcing,1,37,3,3,0,0,61,FT
62416,Operations,region_19,Bachelor's,m,other,1,38,5,9,1,0,60,FT
50353,Operations,region_13,Master's & above,m,sourcing,1,42,5,12,1,0,57,FT
